"tip.label","mean_ED","median_ED","sd_ED","mean_rank","median_rank","top20_count","top20_frequency","species"
"Dipturus_teevani",15.8765276371613,14.7419625488979,7.036908974128,974.66,1036,0,0,"Dipturus teevani"
"Carcharhinus_limbatus",16.2849904079763,17.0167604442339,3.85531332556426,975.04,968,0,0,"Carcharhinus limbatus"
"Amblyraja_georgiana",16.1300003844939,12.6590752829694,9.82373431775389,975.65,1067.5,0,0,"Amblyraja georgiana"
"Dipturus_canutus",16.2450544917379,14.6379419269165,8.43325963311516,976.43,1013.5,0,0,"Dipturus canutus"
"Bathyraja_longicauda",16.0873428568307,13.3434124257919,11.3157495110505,978.53,1062.5,0,0,"Bathyraja longicauda"
"Dipturus_polyommata",16.0137516751846,14.9771771512955,7.88795006427408,978.91,1035.5,0,0,"Dipturus polyommata"
"Bathyraja_shuntovi",15.6372238845045,13.7265702517444,5.78363211902742,979.03,1032.5,0,0,"Bathyraja shuntovi"
"Dipturus_crosnieri",15.8890897969878,15.3226751262999,6.02238522526352,979.85,1023.5,0,0,"Dipturus crosnieri"
"Dipturus_healdi",15.9824664306098,14.5318560426593,6.41585166800669,980.28,1020,0,0,"Dipturus healdi"
"Bathyraja_scaphiops",15.4842616563108,14.5975697384691,5.94983881203893,981.48,1025,0,0,"Bathyraja scaphiops"
"Dipturus_melanospilus",16.1089390978592,14.4702377590753,9.1777927837979,981.76,1052,0,0,"Dipturus melanospilus"
"Rhinoraja_multispinis",15.4328466080557,12.8398729733548,7.05291947029589,982.35,1064.5,0,0,"Rhinoraja multispinis"
"Dipturus_doutrei",15.8652635894964,14.766413226879,7.1929024000172,982.43,1026.5,0,0,"Dipturus doutrei"
"Dipturus_acrobelus",15.7906327203623,15.5779310105604,7.52953317956821,982.89,1033.5,0,0,"Dipturus acrobelus"
"Bathyraja_smithii",15.6553116717834,12.4678860005807,9.76423613807873,984.26,1075.5,0,0,"Bathyraja smithii"
"Bathyraja_peruana",15.2860467215158,13.8161441052616,6.6712811240872,985.47,1057,0,0,"Bathyraja peruana"
"Bathyraja_matsubarai",15.2825787425462,13.4926719123053,7.90089649513309,986.45,1056.5,0,0,"Bathyraja matsubarai"
"Dipturus_campbelli",15.4789708981542,14.371608971917,6.53122896827111,986.6,1033.5,0,0,"Dipturus campbelli"
"Bathyraja_andriashevi",15.3757245589478,12.8933323136322,8.1162535686496,987.21,1078.5,0,0,"Bathyraja andriashevi"
"Bathyraja_maccaini",15.2598823943713,14.3382453907098,6.07251529419699,987.31,1062.5,0,0,"Bathyraja maccaini"
"Dipturus_olseni",15.576522151886,14.2532280234012,6.75865917935108,987.74,1027,0,0,"Dipturus olseni"
"Bathyraja_griseocauda",15.3404946445808,14.718475349545,6.41535228940188,987.95,1039,0,0,"Bathyraja griseocauda"
"Carcharhinus_obscurus",15.9857780738683,16.6073347264158,3.74424800525782,989.02,981.5,0,0,"Carcharhinus obscurus"
"Carcharhinus_galapagensis",15.9762116728908,16.6073347264158,3.75714775687174,989.84,981.5,0,0,"Carcharhinus galapagensis"
"Dipturus_johannisdavesi",15.348193151501,12.889719840822,8.0642724944398,990.63,1086,0,0,"Dipturus johannisdavesi"
"Rhinoraja_odai",15.0300197929404,12.1712619741427,7.7354195401297,991.27,1053,0,0,"Rhinoraja odai"
"Bathyraja_meridionalis",15.0594450697574,14.0017535828673,5.57491050914039,992.15,1049.5,0,0,"Bathyraja meridionalis"
"Squalus_mitsukurii",15.9251873828833,17.2122157720711,5.5982493746288,992.81,1019.5,0,0,"Squalus mitsukurii"
"Carcharhinus_leiodon",15.7332358394228,15.6879688596207,3.81971112054142,994.54,999.5,0,0,"Carcharhinus leiodon"
"Bathyraja_leucomelanos",15.6109855874011,14.0304808507268,8.82644876126446,994.62,1043.5,0,0,"Bathyraja leucomelanos"
"Dipturus_oregoni",15.479210116441,14.2643071478163,7.20890092198822,994.89,1059.5,0,0,"Dipturus oregoni"
"Bathyraja_tunae",15.2115034353779,13.5617645626015,8.14384620261153,995.46,1062.5,0,0,"Bathyraja tunae"
"Amblyraja_taaf",15.2000435445968,13.0518843039638,8.62491179799238,996.54,1102,0,0,"Amblyraja taaf"
"Bathyraja_trachura",14.7837070486666,13.6102340290407,5.9429452271677,996.58,1073.5,0,0,"Bathyraja trachura"
"Squalus_montalbani",15.7878641609655,17.2131717910872,5.29216998859111,997.21,1005.5,0,0,"Squalus montalbani"
"Bathyraja_aguja",15.133685548611,13.560416709871,8.16337760935536,997.8,1082,0,0,"Bathyraja aguja"
"Squalus_chloroculus",15.8217478574136,17.0005023588567,5.42969594539617,997.98,1005,0,0,"Squalus chloroculus"
"Bathyraja_pallida",14.951565857177,14.0157632809826,5.79768920247317,998.03,1051,0,0,"Bathyraja pallida"
"Bathyraja_minispinosa",14.7569238933769,14.0488759288035,5.30410461163945,998.38,1065,0,0,"Bathyraja minispinosa"
"Bathyraja_trachouros",14.9483495778553,12.5876653665041,8.36783726684706,998.75,1070,0,0,"Bathyraja trachouros"
"Rhinoraja_longicauda",15.0367046228862,12.8989538717821,8.26282887346243,998.88,1073.5,0,0,"Rhinoraja longicauda"
"Carcharhinus_tilstoni",15.5666616218644,16.6205856759757,3.42875834929003,1001.05,992.5,0,0,"Carcharhinus tilstoni"
"Carcharhinus_amblyrhynchoides",15.5057598598828,16.5832499593054,3.43971340528787,1004.35,1001,0,0,"Carcharhinus amblyrhynchoides"
"Bathyraja_abyssicola",14.8704345763064,13.5895099291815,6.41164766567909,1004.56,1050,0,0,"Bathyraja abyssicola"
"Raja_straeleni",15.496407536143,15.6801429065957,5.19715643947485,1004.65,1010,0,0,"Raja straeleni"
"Bathyraja_cousseauae",14.7896920886942,13.8496334973274,5.60197627265464,1005.58,1073,0,0,"Bathyraja cousseauae"
"Bathyraja_notoroensis",14.7835251041046,12.3525441913733,8.0959403235686,1007.61,1088,0,0,"Bathyraja notoroensis"
"Brochiraja_albilabiata",14.9434815853993,14.6791730668972,3.32498745003735,1007.71,1018.5,0,0,"Brochiraja albilabiata"
"Bathyraja_panthera",14.5682706964656,13.3905931164794,7.81670479870684,1009.47,1083.5,0,0,"Bathyraja panthera"
"Bathyraja_isotrachys",14.4460971757679,13.1447512280416,6.54720331283329,1009.51,1091.5,0,0,"Bathyraja isotrachys"
"Brochiraja_leviveneta",14.8999943305803,14.6457056040365,3.70450442159358,1011.18,1030.5,0,0,"Brochiraja leviveneta"
"Bathyraja_tzinovskii",14.163561450784,11.7333274829248,6.83122251820354,1013.07,1119.5,0,0,"Bathyraja tzinovskii"
"Bathyraja_microtrachys",14.8385098118608,12.3330573237988,8.23506320142518,1013.41,1071.5,0,0,"Bathyraja microtrachys"
"Amblyraja_frerichsi",14.7213964613645,13.7238605729641,6.93878277860205,1013.6,1093,0,0,"Amblyraja frerichsi"
"Dasyatis_bennetti",15.1268786643468,15.0979608712506,4.00359872666074,1017.46,1031.5,0,0,"Dasyatis bennetti"
"Dasyatis_navarrae",15.1218489668907,15.0979608712506,4.00460112852007,1017.53,1030.5,0,0,"Dasyatis navarrae"
"Amblyraja_robertsi",14.5321052003386,12.1907696145329,7.59663480520963,1018.44,1078.5,0,0,"Amblyraja robertsi"
"Bathyraja_simoterus",14.4124260161766,11.6808314105213,8.27641963037959,1019.26,1096,0,0,"Bathyraja simoterus"
"Bathyraja_fedorovi",14.2466787653925,12.2441919007743,7.24018814579996,1020.99,1088,0,0,"Bathyraja fedorovi"
"Amblyraja_radiata",14.8680406057062,13.9382957095466,4.89243032509045,1021.62,1050.5,0,0,"Amblyraja radiata"
"Bathyraja_spinosissima",14.245355722985,12.5024671771156,7.84249991882563,1025.53,1100.5,0,0,"Bathyraja spinosissima"
"Bathyraja_bergi",14.0696179811797,12.9722266314256,5.75609140383467,1026.44,1071.5,0,0,"Bathyraja bergi"
"Amblyraja_reversa",14.1631316892061,11.699117963118,7.94602313182086,1026.82,1103,0,0,"Amblyraja reversa"
"Bathyraja_richardsoni",13.8022985417929,12.740345853387,5.02613622444537,1027.24,1086,0,0,"Bathyraja richardsoni"
"Zearaja_nasuta",14.5420043134513,13.9175381569711,5.81009764258284,1029.98,1062,0,0,"Zearaja nasuta"
"Bathyraja_hesperafricana",14.0530084344956,11.6699182359722,6.19083612171512,1030.19,1082,0,0,"Bathyraja hesperafricana"
"Rhinoraja_kujiensis",13.872820795155,12.379353792813,7.00555287833744,1030.4,1097.5,0,0,"Rhinoraja kujiensis"
"Bathyraja_diplotaenia",13.5658232256655,11.9370082582228,5.48315212737487,1031.81,1119,0,0,"Bathyraja diplotaenia"
"Zearaja_argentinensis",14.4750541761602,13.8732983088648,5.91592004167132,1032.18,1070.5,0,0,"Zearaja argentinensis"
"Bathyraja_spinicauda",14.1159802590898,13.1917905063153,5.96748385606697,1033.05,1070.5,0,0,"Bathyraja spinicauda"
"Zearaja_chilensis",14.4554532532239,13.6092513021747,6.07782166546238,1033.97,1080.5,0,0,"Zearaja chilensis"
"Bathyraja_papilionifera",13.6857123118763,11.8319553053537,6.15873119980766,1034.05,1091,0,0,"Bathyraja papilionifera"
"Bathyraja_ishiharai",14.0628978497256,12.3416326546454,7.68863206875895,1034.11,1091,0,0,"Bathyraja ishiharai"
"Bathyraja_eatonii",13.8341867945538,12.096263339002,6.74043925189888,1034.64,1115.5,0,0,"Bathyraja eatonii"
"Raja_clavata",14.525899740122,14.3703876930042,4.82484811487349,1039.77,1043.5,0,0,"Raja clavata"
"Raja_maderensis",14.4638126267156,14.5745181579053,4.83044577606058,1040.51,1046,0,0,"Raja maderensis"
"Bathyraja_schroederi",13.5920201849414,12.0781360465606,6.71120891666191,1042.12,1097.5,0,0,"Bathyraja schroederi"
"Zearaja_maugeana",14.0081798576885,13.664319360192,5.66916327757021,1046.5,1087.5,0,0,"Zearaja maugeana"
"Mustelus_stevensi",14.3588380080555,15.4266431061121,4.34971938701686,1047.86,1036.5,0,0,"Mustelus stevensi"
"Mustelus_ravidus",14.2986826385725,15.4130066596464,3.64641700197381,1048.07,1046.5,0,0,"Mustelus ravidus"
"Mustelus_widodoi",14.3017016452035,15.4130066596464,3.62115685074605,1048.17,1047.5,0,0,"Mustelus widodoi"
"Dipturus_gudgeri",13.876879567667,13.788633893307,4.48068783323544,1051.72,1062.5,0,0,"Dipturus gudgeri"
"Mustelus_palumbes",14.1340131745855,14.9802169210685,3.9938661928366,1053.99,1043,0,0,"Mustelus palumbes"
"Mustelus_asterias",14.1158819481429,15.0455916244287,4.01402034501715,1054.53,1044,0,0,"Mustelus asterias"
"Dipturus_oxyrinchus",13.8890077050137,14.0355119965673,4.55550819871539,1054.83,1070,0,0,"Dipturus oxyrinchus"
"Dipturus_innominatus",13.6242076637262,13.2029574883672,4.89670678490613,1055.56,1065.5,0,0,"Dipturus innominatus"
"Dipturus_batis",13.6809691487442,13.5244504710686,4.5504053585222,1061.01,1078,0,0,"Dipturus batis"
"Mustelus_lenticulatus",13.9230238411374,14.8283271147319,3.95730340965183,1062.03,1056.5,0,0,"Mustelus lenticulatus"
"Mustelus_antarcticus",13.9213154844626,14.9339613206832,4.01013977908043,1062.72,1057.5,0,0,"Mustelus antarcticus"
"Insentiraja_subtilispinosa",13.4491541909388,13.2383463842562,3.40920467629036,1063.99,1073.5,0,0,"Insentiraja subtilispinosa"
"Insentiraja_laxipella",13.4491541909388,13.2383463842562,3.40920467629036,1064.99,1074.5,0,0,"Insentiraja laxipella"
"Brochiraja_spinifera",13.2664220452209,12.9054095280889,2.3532234209235,1066.96,1077,0,0,"Brochiraja spinifera"
"Potamotrygon_motoro",13.1297613495465,12.9980865290572,2.49521204512975,1072.95,1084.5,0,0,"Potamotrygon motoro"
"Brochiraja_asperula",13.073906182332,13.0294345649818,2.46108155210457,1074.46,1078.5,0,0,"Brochiraja asperula"
"Bathyraja_brachyurops",12.5798182848677,12.5307838576125,2.81894223551572,1084.75,1097.5,0,0,"Bathyraja brachyurops"
"Potamotrygon_orbignyi",12.692634471266,12.9086566088281,2.40763410913842,1084.83,1098,0,0,"Potamotrygon orbignyi"
"Potamotrygon_castexi",12.5662182189076,12.50528936978,2.37524424804706,1088.82,1099,0,0,"Potamotrygon castexi"
"Rhinoraja_magellanica",12.3042155973993,11.9756795606358,3.00939277722682,1089.62,1102,0,0,"Rhinoraja magellanica"
"Bathyraja_irrasa",11.7846287083518,11.5324985480726,2.56358417595822,1100.32,1130,0,0,"Bathyraja irrasa"
"Rhinoraja_murrayi",11.5938408646941,11.6409835810742,2.59937767131002,1102.98,1130,0,0,"Rhinoraja murrayi"
"Dipturus_trachydermus",11.6119754964051,11.2941712739948,3.56419992878166,1116.83,1126.5,0,0,"Dipturus trachydermus"
"Dipturus_leptocaudus",11.6093446529767,11.2941712739948,3.56723052998441,1117.04,1126,0,0,"Dipturus leptocaudus"
"Bathyraja_smirnovi",10.8908168048939,10.8270812589664,2.83551512349388,1121.87,1145.5,0,0,"Bathyraja smirnovi"
"Bathyraja_parmifera",10.9516173869342,10.952690378642,2.85997790856485,1121.99,1139.5,0,0,"Bathyraja parmifera"
"Notoraja_lira",10.9505286345115,10.788162560544,3.07243835768393,1122.06,1144.5,0,0,"Notoraja lira"
"Notoraja_alisae",10.9846273353503,10.398284400678,3.42490894422759,1125.21,1140,0,0,"Notoraja alisae"
"Notoraja_inusitata",10.7769253012988,10.1718801845917,3.13422610488684,1126.73,1145,0,0,"Notoraja inusitata"
"Notoraja_tobitukai",10.8036616194516,10.412353444028,3.00698669829773,1127.2,1147.5,0,0,"Notoraja tobitukai"
"Notoraja_fijiensis",10.7636675043202,10.3095149310778,3.3584703560076,1127.42,1146.5,0,0,"Notoraja fijiensis"
"Notoraja_ochroderma",10.7944031174946,10.0387844254962,3.23770670141931,1128.81,1146.5,0,0,"Notoraja ochroderma"
"Amblyraja_doellojuradoi",11.2404835370125,11.5376649626644,2.97206300101946,1128.84,1129,0,0,"Amblyraja doellojuradoi"
"Notoraja_sapphira",10.5902387038102,9.84499527452849,3.14512828287669,1130.41,1155.5,0,0,"Notoraja sapphira"
"Notoraja_longiventralis",10.5574165256538,10.0885181748647,2.88626054422913,1130.76,1149.5,0,0,"Notoraja longiventralis"
"Rhinoraja_macloviana",10.3173497696715,10.1195288115578,2.55935810753285,1134.32,1149.5,0,0,"Rhinoraja macloviana"
"Rhinoraja_albomaculata",10.3010184108528,10.0954367202702,2.56251185853566,1134.77,1152.5,0,0,"Rhinoraja albomaculata"
"Notoraja_azurea",10.3932892798149,9.74231552901729,2.92545563359375,1135.65,1148.5,0,0,"Notoraja azurea"
"Notoraja_sticta",10.5195672347544,10.0963505774737,3.15148332612011,1135.87,1156,0,0,"Notoraja sticta"
"Dipturus_macrocauda",10.6797816284967,10.1902497978647,3.60101977372412,1137.28,1150,0,0,"Dipturus macrocauda"
"Dipturus_tengu",10.678639961424,10.1902497978647,3.60185831699625,1137.41,1150,0,0,"Dipturus tengu"
"Dipturus_australis",10.4742034855027,10.3904422095064,3.18475770184169,1137.79,1146,0,0,"Dipturus australis"
"Bathyraja_lindbergi",10.0930068942478,9.62669145312738,2.6091187116293,1138.6,1157.5,0,0,"Bathyraja lindbergi"
"Bathyraja_maculata",10.07721706904,9.6215254076832,2.62719143331153,1138.78,1158,0,0,"Bathyraja maculata"
"Notoraja_hirticauda",10.2600087529415,9.82787856648078,2.96720637018776,1139.35,1154,0,0,"Notoraja hirticauda"
"Rhinoraja_taranetzi",10.1384590400475,10.1052138484292,2.40365155011929,1142.85,1151,0,0,"Rhinoraja taranetzi"
"Dentiraja_lemprieri",9.22530285907222,9.46193314620631,2.72415996677409,1161.84,1167,0,0,"Dentiraja lemprieri"
"Dentiraja_flindersi",9.22530285907222,9.46193314620631,2.72415996677409,1162.84,1168,0,0,"Dentiraja flindersi"
"Dipturus_cerva",9.21587206015858,9.79588523545188,2.40912221157069,1163.85,1165,0,0,"Dipturus cerva"
"Dipturus_confusus",9.17914713358734,9.63699425674837,2.32588607245279,1163.9,1166,0,0,"Dipturus confusus"
"Amblyraja_jenseni",8.96689426693627,8.95542948237865,2.25053129407344,1168.77,1170.5,0,0,"Amblyraja jenseni"
"Amblyraja_hyperborea",8.99890098014986,8.98550863347406,2.22374602880098,1168.82,1170,0,0,"Amblyraja hyperborea"
"Amblyraja_badia",8.97018878081085,9.09112979773745,2.3095600665849,1169.27,1171,0,0,"Amblyraja badia"
"Bathyraja_mariposa",7.46188254008963,7.44802457963164,1.59883844121611,1182.28,1187.5,0,0,"Bathyraja mariposa"
"Bathyraja_violacea",7.44713524886756,7.43979844457976,1.66928884147703,1182.45,1186.5,0,0,"Bathyraja violacea"
"Bathyraja_kincaidii",7.40877513437417,7.43910822182832,1.63172089809156,1182.85,1186.5,0,0,"Bathyraja kincaidii"
