"species","scientificname","valid_name","status","rank","class","order","family","genus"
"Mustelus asterias","Mustelus asterias","Mustelus asterias","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus stevensi","Mustelus stevensi","Mustelus stevensi","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus antarcticus","Mustelus antarcticus","Mustelus antarcticus","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus dorsalis","Mustelus dorsalis","Mustelus dorsalis","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus lenticulatus","Mustelus lenticulatus","Mustelus lenticulatus","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus manazo","Mustelus manazo","Mustelus manazo","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus schmitti","Mustelus schmitti","Mustelus schmitti","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus griseus","Mustelus griseus","Mustelus griseus","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Scylliogaleus quecketti","Scylliogaleus quecketti","Scylliogaleus quecketti","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Scylliogaleus"
"Triakis megalopterus","Triakis megalopterus","Triakis megalopterus","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Triakis"
"Mustelus mangalorensis","Mustelus mangalorensis","Iago mangalorensis","unaccepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus whitneyi","Mustelus whitneyi","Mustelus whitneyi","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus sinusmexicanus","Mustelus sinusmexicanus","Mustelus sinusmexicanus","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus norrisi","Mustelus norrisi","Mustelus norrisi","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus canis","Mustelus canis","Mustelus canis","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus higmani","Mustelus higmani","Mustelus higmani","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus henlei","Mustelus henlei","Mustelus henlei","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus walkeri","Mustelus walkeri","Mustelus antarcticus","unaccepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus lunulatus","Mustelus lunulatus","Mustelus lunulatus","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus mosis","Mustelus mosis","Mustelus mosis","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus ravidus","Mustelus ravidus","Mustelus ravidus","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus widodoi","Mustelus widodoi","Mustelus widodoi","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus mustelus","Mustelus mustelus","Mustelus mustelus","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus fasciatus","Mustelus fasciatus","Mustelus fasciatus","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus californicus","Mustelus californicus","Mustelus californicus","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus minicanis","Mustelus minicanis","Mustelus minicanis","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Mustelus punctulatus","Mustelus punctulatus","Mustelus punctulatus","accepted","Species","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus"
"Bythaelurus hispidus","Bythaelurus hispidus","Bythaelurus hispidus","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Bythaelurus"
"Bythaelurus immaculatus","Bythaelurus immaculatus","Bythaelurus immaculatus","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Bythaelurus"
"Bythaelurus clevai","Bythaelurus clevai","Bythaelurus clevai","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Bythaelurus"
"Bythaelurus canescens","Bythaelurus canescens","Bythaelurus canescens","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Bythaelurus"
"Bythaelurus alcockii","Bythaelurus alcockii","Bythaelurus alcockii","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Bythaelurus"
"Bythaelurus giddingsi","Bythaelurus giddingsi","Bythaelurus giddingsi","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Bythaelurus"
"Bythaelurus lutarius","Bythaelurus lutarius","Bythaelurus lutarius","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Bythaelurus"
"Bythaelurus incanus","Bythaelurus incanus","Bythaelurus incanus","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Bythaelurus"
"Bythaelurus dawsoni","Bythaelurus dawsoni","Bythaelurus dawsoni","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Bythaelurus"
"Figaro boardmani","Figaro boardmani","Figaro boardmani","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Figaro"
"Figaro striatus","Figaro striatus","Figaro striatus","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Figaro"
"Asymbolus funebris","Asymbolus funebris","Asymbolus funebris","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Asymbolus"
"Asymbolus pallidus","Asymbolus pallidus","Asymbolus pallidus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Asymbolus"
"Asymbolus galacticus","Asymbolus galacticus","Asymbolus galacticus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Asymbolus"
"Asymbolus occiduus","Asymbolus occiduus","Asymbolus occiduus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Asymbolus"
"Asymbolus vincenti","Asymbolus vincenti","Asymbolus vincenti","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Asymbolus"
"Asymbolus parvus","Asymbolus parvus","Asymbolus parvus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Asymbolus"
"Asymbolus submaculatus","Asymbolus submaculatus","Asymbolus submaculatus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Asymbolus"
"Asymbolus rubiginosus","Asymbolus rubiginosus","Asymbolus rubiginosus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Asymbolus"
"Asymbolus analis","Asymbolus analis","Asymbolus analis","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Asymbolus"
"Galeus antillensis","Galeus antillensis","Galeus antillensis","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus murinus","Galeus murinus","Galeus murinus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus piperatus","Galeus piperatus","Galeus piperatus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus arae","Galeus arae","Galeus arae","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus gracilis","Galeus gracilis","Galeus gracilis","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus springeri","Galeus springeri","Galeus springeri","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus longirostris","Galeus longirostris","Galeus longirostris","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus mincaronei","Galeus mincaronei","Galeus mincaronei","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus schultzi","Galeus schultzi","Galeus schultzi","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus nipponensis","Galeus nipponensis","Galeus nipponensis","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus polli","Galeus polli","Galeus polli","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus atlanticus","Galeus atlanticus","Galeus atlanticus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus cadenati","Galeus cadenati","Galeus cadenati","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus priapus","Galeus priapus","Galeus priapus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus melastomus","Galeus melastomus","Galeus melastomus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Apristurus canutus","Apristurus canutus","Apristurus canutus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus sibogae","Apristurus sibogae","Apristurus sibogae","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus brunneus","Apristurus brunneus","Apristurus brunneus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus laurussonii","Apristurus laurussonii","Apristurus laurussonii","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus melanoasper","Apristurus melanoasper","Apristurus melanoasper","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus platyrhynchus","Apristurus platyrhynchus","Apristurus platyrhynchus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus sinensis","Apristurus sinensis","Apristurus sinensis","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus japonicus","Apristurus japonicus","Apristurus japonicus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus internatus","Apristurus internatus","Apristurus internatus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus herklotsi","Apristurus herklotsi","Apristurus herklotsi","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus micropterygeus","Apristurus micropterygeus","Apristurus micropterygeus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus spongiceps","Apristurus spongiceps","Apristurus spongiceps","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus macrorhynchus","Apristurus macrorhynchus","Apristurus macrorhynchus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus exsanguis","Apristurus exsanguis","Apristurus exsanguis","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus saldanha","Apristurus saldanha","Apristurus saldanha","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Parmaturus pilosus","Parmaturus pilosus","Parmaturus pilosus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Parmaturus"
"Parmaturus campechiensis","Parmaturus campechiensis","Parmaturus campechiensis","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Parmaturus"
"Parmaturus bigus","Parmaturus bigus","Dichichthys bigus","superseded combination","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Parmaturus"
"Parmaturus albimarginatus","Parmaturus albimarginatus","Dichichthys albimarginatus","superseded combination","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Parmaturus"
"Parmaturus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Parmaturus melanobranchus","Parmaturus melanobranchus","Dichichthys melanobranchus","superseded combination","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Parmaturus"
"Parmaturus albipenis","Parmaturus albipenis","Parmaturus albipenis","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Parmaturus"
"Parmaturus macmillani","Parmaturus macmillani","Parmaturus macmillani","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Parmaturus"
"Parmaturus xaniurus","Parmaturus xaniurus","Parmaturus xaniurus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Parmaturus"
"Parmaturus lanatus","Parmaturus lanatus","Parmaturus lanatus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Parmaturus"
"Galeus eastmani","Galeus eastmani","Galeus eastmani","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Galeus sauteri","Galeus sauteri","Galeus sauteri","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Galeus"
"Apristurus investigatoris","Apristurus investigatoris","Apristurus investigatoris","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus stenseni","Apristurus stenseni","Apristurus stenseni","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus riveri","Apristurus riveri","Apristurus riveri","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus gibbosus","Apristurus gibbosus","Apristurus gibbosus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus australis","Apristurus australis","Apristurus australis","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus longicephalus","Apristurus longicephalus","Apristurus longicephalus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus nasutus","Apristurus nasutus","Apristurus nasutus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus macrostomus","Apristurus macrostomus","Apristurus macrostomus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus albisoma","Apristurus albisoma","Apristurus albisoma","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus bucephalus","Apristurus bucephalus","Apristurus bucephalus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus indicus","Apristurus indicus","Apristurus indicus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus fedorovi","Apristurus fedorovi","Apristurus fedorovi","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus kampae","Apristurus kampae","Apristurus kampae","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus parvipinnis","Apristurus parvipinnis","Apristurus parvipinnis","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus aphyodes","Apristurus aphyodes","Apristurus aphyodes","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus ampliceps","Apristurus ampliceps","Apristurus ampliceps","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus manis","Apristurus manis","Apristurus manis","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus microps","Apristurus microps","Apristurus microps","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus pinguis","Apristurus pinguis","Apristurus pinguis","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Apristurus profundorum","Apristurus profundorum","Apristurus profundorum","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus"
"Halaelurus quagga","Halaelurus quagga","Halaelurus quagga","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Halaelurus"
"Halaelurus maculosus","Halaelurus maculosus","Halaelurus maculosus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Halaelurus"
"Halaelurus sellus","Halaelurus sellus","Halaelurus sellus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Halaelurus"
"Halaelurus buergeri","Halaelurus buergeri","Halaelurus buergeri","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Halaelurus"
"Halaelurus boesemani","Halaelurus boesemani","Halaelurus boesemani","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Halaelurus"
"Halaelurus natalensis","Halaelurus natalensis","Halaelurus natalensis","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Halaelurus"
"Halaelurus lineatus","Halaelurus lineatus","Halaelurus lineatus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Halaelurus"
"Haploblepharus fuscus","Haploblepharus fuscus","Haploblepharus fuscus","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Haploblepharus"
"Haploblepharus edwardsii","Haploblepharus edwardsii","Haploblepharus edwardsii","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Haploblepharus"
"Haploblepharus pictus","Haploblepharus pictus","Haploblepharus pictus","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Haploblepharus"
"Haploblepharus kistnasamyi","Haploblepharus kistnasamyi","Haploblepharus kistnasamyi","accepted","Species","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Haploblepharus"
"Pentanchus profundicolus","Pentanchus profundicolus","Pentanchus profundicolus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Pentanchus"
"Holohalaelurus grennian","Holohalaelurus grennian","Holohalaelurus grennian","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Holohalaelurus"
"Holohalaelurus melanostigma","Holohalaelurus melanostigma","Holohalaelurus melanostigma","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Holohalaelurus"
"Holohalaelurus favus","Holohalaelurus favus","Holohalaelurus favus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Holohalaelurus"
"Holohalaelurus regani","Holohalaelurus regani","Holohalaelurus regani","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Holohalaelurus"
"Holohalaelurus punctatus","Holohalaelurus punctatus","Holohalaelurus punctatus","accepted","Species","Elasmobranchii","Carcharhiniformes","Pentanchidae","Holohalaelurus"
